GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD04,HD01_VD06,HD01_VD08,HD01_VD10,HD01_VD11,HD01_VD13,HD01_VD14,HD01_VD16,HD01_VD17,HD01_VD19,HD01_VD20,HD01_VD22,HD01_VD23,HD01_VD25,HD01_VD27,HD01_VD29,HD01_VD30,HD01_VD32,HD01_VD33,HD01_VD35,HD01_VD36,HD01_VD38,HD01_VD39,HD01_VD41,HD01_VD42
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Veteran,Estimate; Total: - Male:,Estimate; Total: - Male: - Veteran,Estimate; Total: - Male: - 18 to 34 years:,Estimate; Total: - Male: - 18 to 34 years: - Veteran,Estimate; Total: - Male: - 35 to 54 years:,Estimate; Total: - Male: - 35 to 54 years: - Veteran,Estimate; Total: - Male: - 55 to 64 years:,Estimate; Total: - Male: - 55 to 64 years: - Veteran,Estimate; Total: - Male: - 65 to 74 years:,Estimate; Total: - Male: - 65 to 74 years: - Veteran,Estimate; Total: - Male: - 75 years and over:,Estimate; Total: - Male: - 75 years and over: - Veteran,Estimate; Total: - Female:,Estimate; Total: - Female: - Veteran,Estimate; Total: - Female: - 18 to 34 years:,Estimate; Total: - Female: - 18 to 34 years: - Veteran,Estimate; Total: - Female: - 35 to 54 years:,Estimate; Total: - Female: - 35 to 54 years: - Veteran,Estimate; Total: - Female: - 55 to 64 years:,Estimate; Total: - Female: - 55 to 64 years: - Veteran,Estimate; Total: - Female: - 65 to 74 years:,Estimate; Total: - Female: - 65 to 74 years: - Veteran,Estimate; Total: - Female: - 75 years and over:,Estimate; Total: - Female: - 75 years and over: - Veteran
0500000US36103,36103,"Suffolk County, New York",1168875,66867,568581,62372,159072,3044,203779,8680,101621,6723,62940,20809,41169,23116,600294,4495,150442,481,208507,1683,105854,915,73196,368,62295,1048
0500000US36105,36105,"Sullivan County, New York",58655,5198,29893,4818,7725,515,10358,752,5270,618,4356,1932,2184,1001,28762,380,6870,193,9217,19,5566,115,4259,0,2850,53
0500000US36109,36109,"Tompkins County, New York",89266,4216,43157,3533,21875,541,9732,325,5472,735,3943,1061,2135,871,46109,683,20567,109,11699,422,6504,0,4280,0,3059,152
0500000US36111,36111,"Ulster County, New York",146265,8753,72578,8402,20109,977,23969,1300,13535,1129,9382,2421,5583,2575,73687,351,18401,9,23066,156,13970,108,10442,40,7808,38
0500000US36113,36113,"Warren County, New York",52651,4548,25583,4221,6220,343,7752,1265,5289,704,3896,1036,2426,873,27068,327,6362,0,8300,315,5114,12,4089,0,3203,0
0500000US36117,36117,"Wayne County, New York",71188,6669,34678,6246,8275,316,12206,1336,6813,1016,4628,2115,2756,1463,36510,423,8374,53,12264,86,7138,175,5052,0,3682,109
0500000US36119,36119,"Westchester County, New York",755239,28556,358471,27715,99269,917,131080,4291,61956,3584,38280,7649,27886,11274,396768,841,98952,0,138721,298,67654,233,45958,113,45483,197
0500000US37001,37001,"Alamance County, North Carolina",123952,9691,58176,8536,16477,565,20217,1402,10255,2204,6776,1903,4451,2462,65776,1155,18190,208,21521,459,10721,347,8175,39,7169,102
0500000US37019,37019,"Brunswick County, North Carolina",106830,13408,50747,12936,9683,993,12334,1527,10351,2119,12575,4974,5804,3323,56083,472,9632,0,14087,12,12638,309,13079,81,6647,70
0500000US37021,37021,"Buncombe County, North Carolina",207451,17165,97812,15365,26875,487,33329,2494,16406,1906,13269,5589,7933,4889,109639,1800,28485,181,34027,406,19665,854,15682,294,11780,65
0500000US37023,37023,"Burke County, North Carolina",71540,6179,35269,5850,9180,0,12050,1086,6351,1285,4970,2162,2718,1317,36271,329,8077,0,11636,142,6551,187,5730,0,4277,0
0500000US37025,37025,"Cabarrus County, North Carolina",148773,13429,71283,11872,20174,1314,28512,4099,11062,1341,7998,3357,3537,1761,77490,1557,20724,76,29851,760,12498,688,8523,33,5894,0
0500000US37027,37027,"Caldwell County, North Carolina",65097,4882,31913,4547,8426,523,11068,1114,5578,529,4439,1615,2402,766,33184,335,7731,0,10891,0,6151,117,4930,218,3481,0
0500000US37031,37031,"Carteret County, North Carolina",56006,7950,26618,6890,5819,548,8249,1244,5028,1167,4827,2426,2695,1505,29388,1060,5749,183,8729,344,6098,138,5386,293,3426,102
0500000US37035,37035,"Catawba County, North Carolina",121132,10724,58580,10002,14606,1285,21877,1924,9662,1327,8063,3685,4372,1781,62552,722,15410,221,21329,210,10994,166,8708,54,6111,71
0500000US37037,37037,"Chatham County, North Carolina",57351,4798,26710,4560,5193,0,8847,675,4957,949,4700,1469,3013,1467,30641,238,5370,0,9733,166,5329,72,5542,0,4667,0
0500000US37045,37045,"Cleveland County, North Carolina",75642,6846,35774,5978,9783,50,12063,992,6359,1506,4788,1949,2781,1481,39868,868,10426,298,12777,90,6895,74,5630,215,4140,191
0500000US37049,37049,"Craven County, North Carolina",74915,11651,35320,10151,10004,1405,10815,2235,5979,2271,5037,1855,3485,2385,39595,1500,10878,242,11149,643,7030,210,5916,163,4622,242
0500000US37051,37051,"Cumberland County, North Carolina",221675,45569,97029,35902,34224,6321,30984,10701,15833,8183,10174,6273,5814,4424,124646,9667,44024,3012,39809,4618,19089,1631,12214,187,9510,219
0500000US37057,37057,"Davidson County, North Carolina",127716,11434,61115,10354,15794,729,21323,2922,11033,1274,8082,2851,4883,2578,66601,1080,15421,40,23021,378,11690,429,9152,101,7317,132
0500000US37063,37063,"Durham County, North Carolina",239963,13291,112490,12534,41505,1148,39539,3260,15821,2826,10238,2870,5387,2430,127473,757,44746,213,41943,391,19617,0,12312,0,8855,153
0500000US37067,37067,"Forsyth County, North Carolina",283539,20750,131425,19727,39942,1057,45307,5233,22662,2870,14515,5881,8999,4686,152114,1023,43632,129,50293,431,25986,347,17914,116,14289,0
0500000US37071,37071,"Gaston County, North Carolina",167412,13928,79515,12952,22284,1077,29116,2377,13653,3186,9660,3671,4802,2641,87897,976,23270,182,30506,410,14691,97,11131,169,8299,118
0500000US37081,37081,"Guilford County, North Carolina",403041,26975,186989,24716,59459,685,64991,6522,30339,5441,19896,6507,12304,5561,216052,2259,67188,293,71448,1312,34086,506,24297,7,19033,141
0500000US37085,37085,"Harnett County, North Carolina",91802,12974,43408,10161,14370,1993,15579,3154,6799,2454,4413,1436,2247,1124,48394,2813,15500,938,17172,1580,7004,258,5010,37,3708,0
0500000US37089,37089,"Henderson County, North Carolina",92374,10194,43316,9192,9316,553,13714,1618,7335,1025,7400,3228,5551,2768,49058,1002,8828,37,14819,442,9174,256,9265,96,6972,171
0500000US37097,37097,"Iredell County, North Carolina",132215,8455,64344,7834,17829,328,23779,1880,11179,1286,7279,2637,4278,1703,67871,621,16201,116,25569,201,11470,198,8657,55,5974,51
0500000US37101,37101,"Johnston County, North Carolina",141061,13133,67850,12047,18918,885,27023,5021,11387,1703,6536,2458,3986,1980,73211,1086,18381,138,29129,705,12102,41,8249,87,5350,115
0500000US37109,37109,"Lincoln County, North Carolina",63988,6142,31187,5743,7329,396,12342,1450,5577,984,3955,2279,1984,634,32801,399,7052,318,12174,29,6222,0,4295,52,3058,0
0500000US37119,37119,"Mecklenburg County, North Carolina",799203,46805,377233,40591,132301,3933,144879,12365,53764,5791,30295,10394,15994,8108,421970,6214,139274,1703,156891,2937,60652,1140,38179,228,26974,206
0500000US37125,37125,"Moore County, North Carolina",73731,9388,33745,7978,7478,53,9567,2500,6099,787,5780,2308,4821,2330,39986,1410,8582,0,11883,804,6857,122,6613,176,6051,308
0500000US37127,37127,"Nash County, North Carolina",73799,5896,35669,5140,10120,75,12056,1408,6227,1148,4896,1572,2370,937,38130,756,9419,133,12436,302,6952,81,5252,0,4071,240
0500000US37129,37129,"New Hanover County, North Carolina",181082,16190,84826,14466,27890,1048,27897,3716,13057,1576,10133,4620,5849,3506,96256,1724,29896,404,29238,872,15755,242,13094,121,8273,85
0500000US37133,37133,"Onslow County, North Carolina",111781,22021,51084,18277,21481,4782,14919,5251,6756,3458,4950,2913,2978,1873,60697,3744,25906,1601,17281,1469,8125,564,5278,110,4107,0
0500000US37135,37135,"Orange County, North Carolina",113056,6337,52812,5519,19716,262,17240,1173,8218,1406,5015,1378,2623,1300,60244,818,23493,95,18059,252,9001,323,5744,84,3947,64
0500000US37147,37147,"Pitt County, North Carolina",138207,9668,62845,8885,25619,622,19444,2263,8894,1456,6110,3248,2778,1296,75362,783,30982,127,21912,515,10569,72,6651,69,5248,0
0500000US37151,37151,"Randolph County, North Carolina",110398,8856,53512,8408,13587,455,19324,1388,9646,2148,6875,2590,4080,1827,56886,448,13527,118,19530,163,10330,89,7991,0,5508,78
0500000US37155,37155,"Robeson County, North Carolina",98943,6790,46479,6151,14973,353,15810,1241,7757,1388,5612,2112,2327,1057,52464,639,15490,0,17315,354,8960,159,6347,60,4352,66
0500000US37157,37157,"Rockingham County, North Carolina",72295,4716,34191,4510,8191,146,11619,820,6763,889,4772,1203,2846,1452,38104,206,8729,42,12219,62,7207,0,4851,0,5098,102
0500000US37159,37159,"Rowan County, North Carolina",108409,9075,52889,8741,14520,870,18392,1476,9686,1087,6484,2876,3807,2432,55520,334,14647,57,17919,74,9816,133,7327,34,5811,36
0500000US37161,37161,"Rutherford County, North Carolina",52909,4233,24999,4233,5897,124,8062,331,5001,1210,3741,1620,2298,948,27910,0,6049,0,8532,0,5191,0,4541,0,3597,0
0500000US37171,37171,"Surry County, North Carolina",56632,3860,27405,3540,6330,43,9997,905,4732,573,4054,1250,2292,769,29227,320,6374,0,9714,58,4919,53,4470,209,3750,0
0500000US37179,37179,"Union County, North Carolina",163541,11817,78964,11222,20014,386,34096,3419,12789,1810,7584,3461,4481,2146,84577,595,20857,23,35523,277,13102,234,9447,0,5648,61
0500000US37183,37183,"Wake County, North Carolina",788705,54888,377319,48106,122635,4893,151104,15219,55668,7674,31260,11436,16652,8884,411386,6782,126704,1301,159458,3319,61487,1216,37760,165,25977,781
0500000US37191,37191,"Wayne County, North Carolina",91619,14566,43187,13116,13420,1780,14431,4201,7396,2822,5215,2847,2725,1466,48432,1450,13204,26,16038,1296,8473,42,5922,54,4795,32
0500000US37193,37193,"Wilkes County, North Carolina",54378,4686,26392,4481,6109,176,9095,591,5030,614,3783,1660,2375,1440,27986,205,6429,0,8873,205,5056,0,4183,0,3445,0
0500000US37195,37195,"Wilson County, North Carolina",62293,5620,28726,5292,8184,828,9322,457,5360,1159,3701,1766,2159,1082,33567,328,8469,0,11152,91,5955,36,4422,201,3569,0
0500000US38015,38015,"Burleigh County, North Dakota",71812,6690,35156,5919,11835,545,11425,1934,5780,735,3723,1490,2393,1215,36656,771,10865,0,11488,421,6365,116,4148,46,3790,188
0500000US38017,38017,"Cass County, North Dakota",135135,7529,68829,7026,28839,903,22277,2092,9006,881,5456,1522,3251,1628,66306,503,27282,236,18460,224,9831,43,5517,0,5216,0
0500000US38035,38035,"Grand Forks County, North Dakota",55196,4831,27527,4597,13057,535,6800,1025,3933,929,2166,1219,1571,889,27669,234,12337,19,6820,148,3759,67,2470,0,2283,0
0500000US38101,38101,"Ward County, North Dakota",50837,5631,25640,5241,10732,1285,7686,1291,3653,1055,2029,1020,1540,590,25197,390,9711,32,7198,168,3536,190,2390,0,2362,0
0500000US39003,39003,"Allen County, Ohio",79825,5879,39975,5494,13037,154,12429,1314,6929,1133,4545,1050,3035,1843,39850,385,11110,99,12010,124,7139,88,4975,74,4616,0
0500000US39007,39007,"Ashtabula County, Ohio",76325,8662,38497,8139,9795,524,13090,2027,7341,1635,4934,2151,3337,1802,37828,523,8445,0,11786,409,7615,92,5409,22,4573,0
0500000US39009,39009,"Athens County, Ohio",56535,2647,27839,2360,14205,156,6660,480,3657,826,2205,536,1112,362,28696,287,14063,119,6728,54,3600,71,2404,38,1901,5
0500000US39013,39013,"Belmont County, Ohio",55596,4432,28464,4340,7843,326,9229,704,5336,548,3668,1441,2388,1321,27132,92,5691,0,8472,34,5426,30,3833,28,3710,0
0500000US39017,39017,"Butler County, Ohio",287932,19587,139383,18169,44959,1130,47682,4193,23644,2898,14525,6470,8573,3478,148549,1418,46033,429,47659,362,25152,403,16952,224,12753,0
0500000US39023,39023,"Clark County, Ohio",104248,12394,49507,11103,13750,777,15547,1883,9028,2635,6531,2989,4651,2819,54741,1291,14036,187,16474,706,10166,106,7612,200,6453,92
0500000US39025,39025,"Clermont County, Ohio",155584,14497,76179,13021,21125,1396,26954,3303,14041,2074,9123,3693,4936,2555,79405,1476,20322,172,27259,662,15181,449,9735,193,6908,0
0500000US39029,39029,"Columbiana County, Ohio",82425,7898,41673,7647,10242,301,14284,2050,8279,1126,5414,2259,3454,1911,40752,251,8941,0,12668,109,8172,66,5911,69,5060,7
0500000US39035,39035,"Cuyahoga County, Ohio",984505,67452,460643,61676,139266,4077,146861,11215,85318,10592,52628,17850,36570,17942,523862,5776,143707,1127,159968,1987,94794,1067,64214,702,61179,893
0500000US39041,39041,"Delaware County, Ohio",143329,8241,70232,7872,17596,343,29433,2066,12368,1081,7099,2825,3736,1557,73097,369,18069,24,29793,292,11729,53,8060,0,5446,0
0500000US39043,39043,"Erie County, Ohio",59722,6315,28701,6012,7207,364,8666,1425,5542,792,4575,2028,2711,1403,31021,303,6797,0,9072,273,6241,23,5036,7,3875,0
0500000US39045,39045,"Fairfield County, Ohio",115313,11723,56957,11076,15256,485,21397,2989,10084,1917,6306,3297,3914,2388,58356,647,14669,85,20689,388,10311,174,7125,0,5562,0
0500000US39049,39049,"Franklin County, Ohio",966252,62806,465917,57500,176443,4908,160648,15773,68218,10375,38704,12773,21904,13671,500335,5306,177614,706,163823,3002,76127,1079,48045,441,34726,78
0500000US39055,39055,"Geauga County, Ohio",72486,5907,35416,5450,8465,53,11309,1752,7581,542,5029,1506,3032,1597,37070,457,7541,89,12081,115,7610,0,5447,179,4391,74
0500000US39057,39057,"Greene County, Ohio",128518,16330,61708,13687,20541,840,18074,3426,11196,2843,7465,3631,4432,2947,66810,2643,20819,238,19452,1715,11629,520,8320,87,6590,83
0500000US39061,39061,"Hamilton County, Ohio",620864,39400,294515,36012,97701,2295,95580,6674,51314,7482,30188,10390,19732,9171,326349,3388,99177,257,101720,1500,56793,794,36129,495,32530,342
0500000US39063,39063,"Hancock County, Ohio",59002,4107,29024,3985,9287,280,9127,1139,5095,518,3392,1189,2123,859,29978,122,8619,70,9227,14,5082,38,3640,0,3410,0
0500000US39081,39081,"Jefferson County, Ohio",53280,5783,25388,5566,6323,125,8010,1971,5271,925,3536,1539,2248,1006,27892,217,6732,0,8239,168,5409,28,3867,21,3645,0
0500000US39085,39085,"Lake County, Ohio",182187,14296,87635,13981,22794,688,29414,2053,17304,2758,10978,5032,7145,3450,94552,315,21706,0,30075,44,18250,75,12950,89,11571,107
0500000US39089,39089,"Licking County, Ohio",131024,13044,62431,11771,16166,694,22215,2589,11824,2821,7821,3667,4405,2000,68593,1273,18176,70,22694,534,12376,465,8867,175,6480,29
0500000US39093,39093,"Lorain County, Ohio",237494,20450,115720,19468,30973,1222,39923,4510,21381,3857,14618,5477,8825,4402,121774,982,29538,208,40419,498,22545,95,16008,80,13264,101
0500000US39095,39095,"Lucas County, Ohio",332462,24483,158720,22351,50437,1403,51282,5625,28483,3637,17873,6234,10645,5452,173742,2132,50424,441,54521,705,30822,162,20771,433,17204,391
0500000US39099,39099,"Mahoning County, Ohio",183208,14467,88073,13518,23027,730,28345,2157,17071,2447,11495,4028,8135,4156,95135,949,22147,26,28138,97,18556,306,13251,420,13043,100
0500000US39101,39101,"Marion County, Ohio",51411,5750,27515,5269,8100,235,9700,1498,4685,937,3208,1523,1822,1076,23896,481,5954,24,7594,229,4377,0,3282,0,2689,228
0500000US39103,39103,"Medina County, Ohio",136598,11886,66632,11065,16104,693,24339,2649,12726,1517,8453,3045,5010,3161,69966,821,15887,0,25034,320,13106,244,9259,83,6680,174
0500000US39109,39109,"Miami County, Ohio",80377,8539,38828,7715,9805,445,13357,2637,7460,1043,4970,1933,3236,1657,41549,824,10120,56,13183,539,7597,124,5868,105,4781,0
0500000US39113,39113,"Montgomery County, Ohio",411051,42441,193809,37255,59113,2301,61599,8746,34213,7427,23177,10186,15707,8595,217242,5186,59403,858,66572,1493,38266,1727,28413,865,24588,243
0500000US39119,39119,"Muskingum County, Ohio",66090,5796,31673,5232,8870,581,10503,1409,5755,758,4007,1367,2538,1117,34417,564,9018,82,10933,216,6066,80,4468,104,3932,82
0500000US39133,39133,"Portage County, Ohio",131346,10161,63708,9403,22140,721,19125,2378,10949,1861,7107,2520,4387,1923,67638,758,23274,22,19520,208,11653,268,7654,0,5537,260
0500000US39139,39139,"Richland County, Ohio",94665,9575,47962,8766,14594,501,15234,2585,8617,1497,5544,2237,3973,1946,46703,809,10771,0,14489,529,8490,0,6517,55,6436,225
0500000US39141,39141,"Ross County, Ohio",60565,5399,32085,4838,9309,397,11629,1352,5612,678,3315,1445,2220,966,28480,561,6541,110,9800,189,5474,211,3770,0,2895,51
0500000US39145,39145,"Scioto County, Ohio",59336,4946,28573,4404,8748,284,9362,1051,4854,834,3438,1234,2171,1001,30763,542,7792,0,9774,130,5822,98,3865,280,3510,34
0500000US39151,39151,"Stark County, Ohio",292591,25809,140013,24028,38305,829,44990,5142,26454,3225,18225,7962,12039,6870,152578,1781,38212,0,47053,957,28241,421,20846,193,18226,210
0500000US39153,39153,"Summit County, Ohio",425538,33658,203880,31823,59619,1778,67149,5178,37117,6040,24488,10378,15507,8449,221658,1835,57782,225,70638,570,40811,564,28212,432,24215,44
0500000US39155,39155,"Trumbull County, Ohio",159736,16089,76807,14529,20059,580,23734,1996,14777,2137,11381,5833,6856,3983,82929,1560,19670,218,24136,627,16192,331,12365,316,10566,68
0500000US39157,39157,"Tuscarawas County, Ohio",71300,6034,34673,5580,9156,918,11617,727,6469,667,4403,1827,3028,1441,36627,454,8926,90,11235,131,6825,0,4987,233,4654,0
0500000US39165,39165,"Warren County, Ohio",169693,12633,84112,11653,23027,657,32904,2903,14317,2280,8714,3591,5150,2222,85581,980,20445,0,32557,290,15395,502,9869,188,7315,0
0500000US39169,39169,"Wayne County, Ohio",88124,6709,43234,6371,12731,684,14181,927,7793,1579,5107,1763,3422,1418,44890,338,12164,0,13635,178,8034,77,5847,45,5210,38
0500000US39173,39173,"Wood County, Ohio",103347,7858,50973,7576,19701,1038,14438,1815,8166,1499,5491,1810,3177,1414,52374,282,18847,142,14581,41,8345,50,5747,0,4854,49
0500000US40017,40017,"Canadian County, Oklahoma",100567,9386,48800,8476,15414,858,18481,2756,7048,1345,5265,2291,2592,1226,51767,910,15521,75,18534,596,8226,187,5666,52,3820,0
0500000US40027,40027,"Cleveland County, Oklahoma",215942,21054,106519,19627,41777,3128,34037,5191,15335,2898,9867,4828,5503,3582,109423,1427,39421,108,33909,951,16279,133,11543,40,8271,195
0500000US40031,40031,"Comanche County, Oklahoma",85802,17862,42649,15364,14998,2056,14658,5226,6472,3595,4144,2760,2377,1727,43153,2498,13616,584,14604,1532,7278,83,4352,97,3303,202
0500000US40037,40037,"Creek County, Oklahoma",54184,4944,26477,4587,7334,260,8809,738,4800,750,3467,1797,2067,1042,27707,357,6568,53,9232,201,5148,64,3617,0,3142,39
0500000US40101,40101,"Muskogee County, Oklahoma",52362,5688,25184,5238,7969,373,7834,1152,4468,1430,3096,1358,1817,925,27178,450,7359,0,8497,368,4839,68,3553,14,2930,0
0500000US40109,40109,"Oklahoma County, Oklahoma",577412,52694,277297,45975,95541,4436,93767,11357,44444,8082,27303,12650,16242,9450,300115,6719,97438,1369,96522,2732,48631,1717,31889,582,25635,319
0500000US40119,40119,"Payne County, Oklahoma",65380,4124,32941,3976,17857,486,7264,794,3586,764,2514,1129,1720,803,32439,148,15393,58,7458,44,3904,24,3088,0,2596,22
0500000US40125,40125,"Pottawatomie County, Oklahoma",54804,5786,25748,5272,7658,462,8551,1432,4383,843,3155,1373,2001,1162,29056,514,8485,127,9511,267,4644,0,3777,120,2639,0
0500000US40131,40131,"Rogers County, Oklahoma",69678,7021,34179,6579,9492,522,11640,1225,5959,840,4329,2199,2759,1793,35499,442,9237,22,12106,345,6081,0,4871,75,3204,0
0500000US40143,40143,"Tulsa County, Oklahoma",478731,37096,229384,33920,75912,3135,79448,7937,36962,6006,22935,9363,14127,7479,249347,3176,76902,807,81682,1442,40920,687,27396,106,22447,134
0500000US40145,40145,"Wagoner County, Oklahoma",58332,6245,28357,5874,7704,191,10283,1543,4840,1037,3615,1937,1915,1166,29975,371,7803,37,10249,200,5587,74,3866,25,2470,35
0500000US41003,41003,"Benton County, Oregon",74326,5292,36924,4763,16846,492,8577,640,4978,747,4072,1334,2451,1550,37402,529,15879,0,8812,206,5616,191,3995,81,3100,51
0500000US41005,41005,"Clackamas County, Oregon",318938,25498,154931,23528,41130,1364,53484,5011,28908,3902,20225,7853,11184,5398,164007,1970,40116,426,55433,491,30248,676,22255,144,15955,233
0500000US41017,41017,"Deschutes County, Oregon",143858,14860,70727,13219,18111,297,23470,2036,12490,2883,10999,4530,5657,3473,73131,1641,17232,228,23501,299,13671,219,11874,247,6853,648
0500000US41019,41019,"Douglas County, Oregon",87060,12480,42523,11535,9753,862,11858,1497,8466,1987,7275,3716,5171,3473,44537,945,9306,23,12344,403,8911,242,7960,122,6016,155
0500000US41029,41029,"Jackson County, Oregon",171551,19197,82444,17796,21811,805,24957,2818,14797,3230,12810,5376,8069,5567,89107,1401,21875,248,26040,391,16668,488,13774,112,10750,162
0500000US41033,41033,"Josephine County, Oregon",69658,8082,33313,7858,7416,817,9639,1318,5902,562,6278,3167,4078,1994,36345,224,6765,0,10418,77,7353,147,6512,0,5297,0
0500000US41035,41035,"Klamath County, Oregon",51550,6974,25376,6566,6919,689,7409,1063,4488,849,4046,2223,2514,1742,26174,408,6891,0,7197,215,5252,193,4004,0,2830,0
0500000US41039,41039,"Lane County, Oregon",299934,27193,146186,25067,48244,1296,42902,5437,24098,3789,19315,7921,11627,6624,153748,2126,47087,223,42787,724,26775,596,21565,153,15534,430
0500000US41043,41043,"Linn County, Oregon",94764,11378,46104,10548,12913,1300,14730,2678,8248,1604,6279,2495,3934,2471,48660,830,12816,108,14628,368,8911,139,7233,93,5072,122
0500000US41047,41047,"Marion County, Oregon",252233,23224,123721,21855,39859,2003,41761,6878,19366,2624,14064,5296,8671,5054,128512,1369,38001,0,40757,736,21233,371,16211,97,12310,165
0500000US41051,41051,"Multnomah County, Oregon",644879,40248,317267,37546,106739,2492,119578,8920,46590,7401,29717,10821,14643,7912,327612,2702,108468,398,114133,1037,48382,478,33493,378,23136,411
0500000US41053,41053,"Polk County, Oregon",63376,6018,30474,5485,9867,303,8658,569,4989,656,4033,2104,2927,1853,32902,533,10537,55,9299,116,5563,301,4322,0,3181,61
0500000US41059,41059,"Umatilla County, Oregon",56552,5328,29500,4930,9814,456,9665,1102,4736,764,3230,1488,2055,1120,27052,398,8035,175,8545,69,4430,33,3495,36,2547,85
0500000US41067,41067,"Washington County, Oregon",444987,33402,216533,30571,69214,3200,82845,8543,32802,5523,20436,7418,11236,5887,228454,2831,68232,429,82791,1250,35440,682,24431,218,17560,252
0500000US41071,41071,"Yamhill County, Oregon",80998,8691,40165,7906,11710,1108,14166,1845,6509,925,4907,2100,2873,1928,40833,785,11922,60,12101,227,7433,179,5059,201,4318,118
0500000US42001,42001,"Adams County, Pennsylvania",81302,8691,39801,7819,10341,474,12975,1497,7338,1895,5453,2336,3694,1617,41501,872,10108,76,12763,369,7606,313,6137,114,4887,0
0500000US42003,42003,"Allegheny County, Pennsylvania",992418,77638,473597,72685,150105,5995,145622,12297,85400,10159,54543,21469,37927,22765,518821,4953,146742,886,149854,2067,93857,805,64934,464,63434,731
0500000US42005,42005,"Armstrong County, Pennsylvania",53782,5514,26503,5117,6150,222,8578,1151,5406,880,3887,1579,2482,1285,27279,397,5576,40,8533,84,5371,0,4064,113,3735,160
0500000US42007,42007,"Beaver County, Pennsylvania",134825,11931,64947,11336,16749,662,20688,1913,12798,1454,8632,3372,6080,3935,69878,595,15836,117,20732,96,13716,265,9835,53,9759,64
0500000US42011,42011,"Berks County, Pennsylvania",320870,21203,155881,20206,46673,1239,51277,3105,27807,2733,17990,7151,12134,5978,164989,997,44849,74,53901,383,28093,152,20197,221,17949,167
0500000US42013,42013,"Blair County, Pennsylvania",98917,9453,47460,9043,12513,461,15165,1654,8954,1800,6407,2655,4421,2473,51457,410,12063,88,15408,91,9584,82,7359,136,7043,13
0500000US42017,42017,"Bucks County, Pennsylvania",494981,35301,240023,33376,60192,2314,82824,5687,48049,4315,30079,10516,18879,10544,254958,1925,58777,162,85426,1077,49409,257,32551,204,28795,225
0500000US42019,42019,"Butler County, Pennsylvania",148939,14179,72972,13141,19076,665,24641,3109,14165,1968,9123,3596,5967,3803,75967,1038,17915,28,25162,464,14362,279,9719,146,8809,121
0500000US42021,42021,"Cambria County, Pennsylvania",108797,11223,52890,10654,13767,780,16128,2124,10538,2048,7489,2862,4968,2840,55907,569,12850,113,16006,116,10504,88,8388,136,8159,116
0500000US42025,42025,"Carbon County, Pennsylvania",51288,5929,25662,5917,5750,425,8982,1541,5099,1049,3685,1921,2146,981,25626,12,5310,0,8184,0,5151,0,3861,0,3120,12
0500000US42027,42027,"Centre County, Pennsylvania",136981,8231,73222,7817,35061,807,18581,1429,9888,1097,5907,2094,3785,2390,63759,414,26812,0,16646,255,8818,37,6107,0,5376,122
0500000US42029,42029,"Chester County, Pennsylvania",396467,26866,192817,25117,53439,1830,68633,4391,35338,4480,21900,6740,13507,7676,203650,1749,52032,141,70656,711,36992,234,24363,306,19607,357
0500000US42033,42033,"Clearfield County, Pennsylvania",65756,6899,34579,6464,9204,818,12157,1608,6163,1203,4201,1404,2854,1431,31177,435,6576,11,9841,297,5940,32,4427,33,4393,62
0500000US42037,42037,"Columbia County, Pennsylvania",54670,4605,25713,4052,8056,159,7745,902,4608,488,3284,1079,2020,1424,28957,553,9565,9,7779,268,4823,76,3561,119,3229,81
0500000US42039,42039,"Crawford County, Pennsylvania",68075,6157,32903,5697,8888,394,10008,1150,6334,610,4712,2061,2961,1482,35172,460,8967,109,10703,171,6607,92,5182,36,3713,52
0500000US42041,42041,"Cumberland County, Pennsylvania",197305,18802,96225,16969,28524,841,32505,3845,16201,3125,11462,4599,7533,4559,101080,1833,27752,68,31141,895,17489,484,13041,247,11657,139
0500000US42043,42043,"Dauphin County, Pennsylvania",212283,16584,100792,15067,29400,913,34481,3147,18311,2217,11400,4926,7200,3864,111491,1517,30776,109,34951,494,21210,662,13251,114,11303,138
0500000US42045,42045,"Delaware County, Pennsylvania",438224,27000,206982,25387,64309,1451,68715,4035,36925,4916,21766,7375,15267,7610,231242,1613,65306,170,73598,656,41189,129,25941,352,25208,306
0500000US42049,42049,"Erie County, Pennsylvania",215974,19279,105400,18128,32100,855,33767,3713,19591,2945,12328,5746,7614,4869,110574,1151,31433,77,33624,260,19952,513,13627,0,11938,301
0500000US42051,42051,"Fayette County, Pennsylvania",106854,9427,52187,8961,13031,312,17469,2114,10158,1207,7071,2877,4458,2451,54667,466,11849,0,17049,381,11007,46,7837,39,6925,0
0500000US42055,42055,"Franklin County, Pennsylvania",118913,12746,57794,11393,14904,488,19350,2201,10745,2145,7368,3056,5427,3503,61119,1353,14130,75,20249,729,10319,425,8925,45,7496,79
0500000US42063,42063,"Indiana County, Pennsylvania",70732,5713,35728,5515,12415,497,9377,1112,6597,879,4485,1472,2854,1555,35004,198,11119,32,9090,63,6277,70,4381,0,4137,33
0500000US42069,42069,"Lackawanna County, Pennsylvania",168610,13648,80412,13151,22886,338,25432,2017,14215,2400,10939,3925,6940,4471,88198,497,23117,0,26099,146,15363,153,11764,179,11855,19
